[19:02:42.0610657] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Dead Manticoil"
[19:02:42.0610657] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Old Bird Core"
[19:02:42.0610657] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Dead Tulip Snake"
[19:02:42.0610657] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Clay Surgeon Scissors"
[19:02:42.0610657] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Kidnapper Fox Tail"
[19:02:42.0610657] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Dead Maneater"
[19:02:42.0610657] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Dead Backwater Gunkfish"
[19:02:42.0610657] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Cadaver Flower"
[19:02:42.0620658] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Feiopar Head"
[19:02:42.0620658] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Common Enemy Remains"
[19:02:42.0620658] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Rare Enemy Remains"
[19:02:42.0620658] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/UltraRare Enemy Remains"
[19:02:42.0620658] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|NoteBoxz.LethalMin/Glow Seed"
[19:02:42.0620658] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|Remnants/DefaultBody"
[19:02:42.0620658] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|Remnants/HeadBurstBody"
[19:02:42.0630650] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|Remnants/CoilBody"
[19:02:42.0630650] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|Remnants/WebbedBody"
[19:02:42.0630650] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|com.github.biodiversitylc.Biodiversity/Junk Radar"
[19:02:42.0630650] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|com.github.biodiversitylc.Biodiversity/Old vase"
[19:02:42.0630650] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|com.github.biodiversitylc.Biodiversity/Motherboard"
